,title,description,price,date_posted,address,url
119,Executive Furnished Beachelor Suites,"Description*Limited Time Offer: 1 Month Free Rent on a 13 Month Lease!*Offering beautifully renovated and furnished suites and modern kitchens, these buildings are a definite must-see! Visit the rental office at 330 Avenue Road.CommunityWith proximity to transit, shopping, restaurants, and theatres everything you need is at your doorstep. Visit the Royal Ontario Museum down the street or Ramsden Park just a few blocks away. This is a great location for University of Toronto students and young professionals looking for an easy commute to the downtown core.Proactive Safety MeasuresThe health and safety of our residents is of the utmost importance to us. Our professionally trained staff is diligent to ensure that your building remains clean and safe. We have the Healthy Suite Program in place for an added level of protection for you and your family before you move-in! This involves:Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), KitchenMicrobe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/TerraceRental ProcessWe are open for business and have refined our online rental process. View our 360-degree virtual tours, which give a general sense of unit layouts and finishes. We also encourage you to schedule a personal showing with our leasing specialist who would be happy to safely tour you through amenities and available suites.Online Payments and CommunicationsProperty Vista resident portal is available to ensure the ease of rental payments, maintenance requests, and communication with property management all accessible online from your personal device.*Our Virtual Tour Floor Plan Layouts Are for Concept Only and Will Vary.**Pricing, Availability, and Incentives are subject to change. Conditions Apply.","$2,499",2023-02-21 16:52:23,"320-346 Avenue Road, Toronto, ON, M4V 2H3",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/executive-furnished-beachelor-suites/1640279212
120,Executive Furnished 1 Bedroom Suites on Avenue Road,"DescriptionOffering beautifully renovated and furnished suites and modern kitchens, these buildings are a definite must-see! Visit the rental office at 330 Avenue Road.CommunityWith proximity to transit, shopping, restaurants, and theatres everything you need is at your doorstep. Visit the Royal Ontario Museum down the street or Ramsden Park just a few blocks away. This is a great location for University of Toronto students and young professionals looking for an easy commute to the downtown core.Proactive Safety MeasuresThe health and safety of our residents is of the utmost importance to us. Our professionally trained staff is diligent to ensure that your building remains clean and safe. We have the Healthy Suite Program in place for an added level of protection for you and your family before you move-in! This involves:Entire suite is fogged with a Health Canada approved disinfectant: Bedrooms(s), Bathroom(s), Living Room, Closet(s), KitchenMicrobe shield treatment of the high-touch areas including: All Doorknobs &amp; Handles, Light switches, Taps &amp; Faucets, Kitchen Appliances, Entire Bathroom(s), Balcony/TerraceRental ProcessWe are open for business and have refined our online rental process. View our 360-degree virtual tours, which give a general sense of unit layouts and finishes. We also encourage you to schedule a personal showing with our leasing specialist who would be happy to safely tour you through amenities and available suites.Online Payments and CommunicationsProperty Vista resident portal is available to ensure the ease of rental payments, maintenance requests, and communication with property management all accessible online from your personal device.*Our Virtual Tour Floor Plan Layouts Are for Concept Only and Will Vary.**Pricing, Availability, and Incentives are subject to change. Conditions Apply.","$2,771",2023-02-21 16:52:23,"320-346 Avenue Road, Toronto, ON, M4V 2H3",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/executive-furnished-1-bedroom-suites-on-avenue-road/1631346308
121,HIGH PARK 1 BEDROOM,"DescriptionPEN HOUSE
FRIDAY 2023-02-24 FROM 6PM TO 6:30 PM
SATURDAY 2023-02-25 FROM 1 PM TO 2 PM
SUNDAY 2023-02-26 FROM 12 NOON TO 1 PM
New renovated. One bedroom plus huge deck (200 sq ft). Situated at the foot of High Park at 186 EVELYN AVE, and seconds from major highways and close to all amenities and public transit.
Offering spacious living quarters, complete with closets and extra storage for bicycles , kitchen, living room area, a three piece bathroom, wine fridge, and coin operated laundry via inside staircase. Responsible pet owners are welcome. Rear parking and street parking are also extra.
Available for April 1st 2023. $2495 plus hydro, owner pays for heat and water.
Heat and air condition controls are in your unit; separate from other units in the building. No sharing of recirculated air!
For day, evening and weekend viewings contact: MARK AT s
This home is situated in the picturesque High Park neighborhood, a charming community with a wealth of history.
This High Park home is conveniently located within walking distance of Bloor West Village, one of the most popular shopping districts in Toronto. The Village is known across the City for its European bakeries, delicatessens, specialty food shops, and cafes. You are also very close to Roncesvalles Village and the Junction, with its charming restaurants and trendy shops. You are provided a beautiful location to meet all your daily needs.
Located across from High Park, the largest park in Toronto, you have cultural, sporting &amp; educational facilities all at your disposal. For those who wish to stay fit, High Park has many great trails ideal for jogging &amp; cycling and for the sports enthusiast there are baseball &amp; soccer fields as well as tennis courts available. With its gently rolling hills, winding streets, towering oak trees, &amp; beautiful gardens this neighborhood enchants and delights all those who live here.
With the TTC (HIGH PARK Subway) only steps away, 7 days a week; getting around town is a breeze. Come join a beautiful community to live and a rich history to enjoy.
Contact Mark at any time for further info at 416-824-1400","$2,495",2023-02-21 16:52:12,"M6P 2Z7, Canada",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/high-park-1-bedroom/1651152336
122,For Lease 1 Bedroom Condo Unit Yonge/Finch,"DescriptionBright &amp; Spacious with 1 underground parking spot and 1 locker. Updated laminate flooring! 550 sq ft with a south view. Combined living/dining, kitchen with breakfast bar, large bedroom with wall-in closet, 4 pc bathroom, and balcony. Close to Hwy 401, food, shops, Sheppard station, GO Station and more!
Tenant must provide:
•Ontario rental application
•Credit score report (Equifax or Transunion)
•Employment letter
•Previous landlord letter (if applicable)
•Photo id
•2 recent pay stubs
•Proof of tenant liability insurance
•$250 key/fob deposit on occupancy (returned when tenant(s) vacate if keys/fob are in good working order)","$2,500",2023-02-21 16:49:02,"M2N 7J7, Canada",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-lease-1-bedroom-condo-unit-yonge-finch/1651151957
123,downtown one bedroom condo for rent,"DescriptionLuxury Quality Built By Trident, Heart of downtown 1 Bed/1Bath Condo for rent. 9ft ceiling, great downtown location close to everywhere. Building Amenities Include 24Hr Concierge, Gym, Party Room, Theater, Games Room, Swimming pool &amp; Hot Tub. Steps To Ttc, Shopping, Nightlife and Restaurants. Very nice and friendly environment, you will love it!
First and last month deposit. long term contract preferred. No smoke. Good Credit Report, employment letter, and personal &amp; professional references are required.Please contact if interested","$2,400",2023-02-21 16:44:05,"Toronto, ON M4Y 2J3",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-one-bedroom-condo-for-rent/1650113239
124,Brand New Kipling Condo for Rent,"DescriptionKip II - Kipling Subway Condo for lease 1 Bed + Den + 1 Bath + Parking - $2300- BRAND NEW NEVER LIVED IN 1 Bed + Den Condo for Rent: $2300 per month (Heat included, other utilities are not included)- Available March 01st or April 01st 2023.- Please submit your name, phone number and tell me a little bit about yourself and who will be living in the unit.- Standard Rental Application, Credit Report, References, Employment Letters/Pay Stubs. All documents and references will be checked.|| LOCATION ||- Address: 30 Samuel Wood Way, Etobicoke, Toronto, ON, M9B 0C9- Brand New Condo (Never lived in)- 5 min walk to Kipling TTC Subway Station, Kipling GO Train, and Mississauga MiWay Bus Terminal, Transit Hub for easy commute into Toronto or Mississauga- 7 min walk to Groceries (Farm Boy), Tim Hortons, Starbucks, and Shoppers Drug Mart- Close to Costco, Ikea, Walmart, Metro, Sherway Gardens, Downtown, Pearson Airport, Hwy 427 And Gardiner Expressway|| DETAILS ||- 1 bedrooms + den condo unit with 1 bathroom and 1 parking spot included- Sunlight filled unit located on the 7th floor with North East facing view- Efficient open concept floor plan with 8'6” ceilings and a den- Large outdoor balcony.- In-suite washer, dryer, and stainless steel fridge, stove, microwave and dishwasher included. Utility submetering available in the unit.|| AMENITIES ||- 24 hr concierge, Fully equipped fitness facility, Rooftop Terrace with BBQ’s &amp; Seating, Party room for entertaining, Multimedia lounge with kitchen, Guest Parking, Guest Suite, Bike Storage, and Landscaped Central Square &amp; Park.Serious Inquiries only. Please contact me at sunnybps@gmail.com. Thank you.","$2,300",2023-02-21 16:42:41,"Samuel Wood Way, Etobicoke, ON M9B 0C9",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-kipling-condo-for-rent/1651151186
125,Downtown Harborfront Spacious 2Bdrm 2Bthrm 2Prkg Corner Suite,"DescriptionBeautifully layout 2 Bedroom 2 full Bathroom Bright &amp; Spacious 1000 square feet Corner unit on the 40th floor with a wrap around 440 square feet balcony.
Full Size High End Appliances, 10ft Floor to Ceiling Windows, Island with Quartz Counters, Large Walk in Closet in the Master bedroom.
TTC outside + Walk to Shops, Restaurants and The Entertainment District.
2 Parking Spots included.
State of the Art Amenities include Exercise Room, Games room, Gym, Pool, Bike Storage, Concierge, Barbeques etc.","$3,950",2023-02-21 16:36:59,"15 Lower Jarvis Street, Toronto, ON",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/downtown-harborfront-spacious-2bdrm-2bthrm-2prkg-corner-suite/1651150391
126,Two rooms for rent - fully furnished downtown Toronto house,"DescriptionTwo rooms available for rent in a beautiful and clean townhouse. Move in March 1st!
Wallace Emerson / Bloordale / West End
Room#1 - 1350$ + utilities:
14ft L x 12.25ft W
- Includes two generous double-door closets (one with shelves on one side)
- Shared full bathroom on the second floor
- Shared linen closet on the second floor
Room#2 - 1350$ + utilities:
- 14ft L x 10.75ftW (street-facing windows make room 12.25ft W)
- Includes generous closet
- Shared full bathroom on the second floor
- Shared linen closet on the second floor
House amenities:
- Full shared kitchen with updated appliances (including fridge with ice maker and filtered water dispenser), a Nespresso machine, and a toaster oven.
- Main floor common area/living room
- Basement floor common area
- Ensuite laundry on same floor as bedrooms
- Garage for storage
- Parking pad available for 1 car parking
- Central AC
- Backyard patio with seating and hook-up for gas BBQ
- 4 bathroom home
- Street parking for guests
House location:
- Wallace Emerson / Bloordale area
- Close to major bus routes (2 min walk to 47 Lansdowne bus and 10 min walk to 29 Dufferin bus. 15 min walk to Lansdowne Station)
- 5 minute walk from FoodBasics, Dollarama, and Shoppers Drug Mart, 10 min walk from Freshco, PetValu, Planet Fitness, and Rexall
- 3 min walk to Balzac’s Coffee Roasters and other restaurants in same area
- Quiet neighbourhood and quiet neighbours
Utilities – not included but are split evenly between all roommates. Average out to 120$ per month per person. Utilities are;
- Water
- Electricity
- Gas
- Internet
Little bit about us:
- My partner and I (f+m) are looking for two roommates to occupy our two available rooms. We are both young professionals working in creative industries (fashion designer / music marketing). We’re both kind, respectful people who are down to socialize but also keep to ourselves. We have two very friendly cats. We occupy the master bedroom on the 3rd floor and my partner has an office in one of the rooms in the basement.
- No pets allowed unfortunately as our cats don’t mix well with other animals.
- LGBTQ+ friendly
- Having people over is encouraged but would like a heads-up/prior communication before.
- Single occupancy between ages 22-32 are given preference
- basement is not available for rent. It’s a sharped space within the house
To fast-track applications and introductions, please have the following ready:
- Brief intro about yourself
- Which room you’re interested in occupying
- Credit history and references if possible!
- First and last months’ rent
Cross-posted but, if the listing is still up, rooms are still available.","$1,350",2023-02-21 16:31:28,"M6H 2E3, Canada",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/two-rooms-for-rent-fully-furnished-downtown-toronto-house/1651149704
127,1 Bedroom Basement Apartment Pape & Danforth Riverdale/Greektown,"DescriptionOne Bedroom Basement Apartment - Pape and Danforth (Riverdale/Greektown)TORONTO – DANFORTH - RIVERDALE - GREEKTOWN - CARLAW - WITHROW PARK - LOGANVirtual tour: https://my.matterport.com/show/?m=JPJhMcG7pRmOne bedroom basement apartment available April 1, 2023 or sooner. Located on a quiet and safe residential street near Pape and Danforth. Less than 5-minute walk from Pape or Donlands subway station and all the amenities Greektown/Riverdale has to offer. Walking score: 95, transit score: 92, bike score: 73. Parks, cafes, restaurants, grocery stores, pharmacies, banks and Pape public library all within a 5-minute walk.Bright and spacious with above grade windows, separate entrance, 7 feet high ceiling, ensuite laundry washer and dryer, air conditioning and heating controlled by unit, stainless steel appliances, and lots of storage space.Street permit parking available. Tenant pays own insurance, if desired.$1600 per month, includes internet and all utilities.This apartment is ideal for 1 person occupancy. If you are interested, please see the requirements below and reply to this ad with a brief description of yourself.Requirements:
- First and last month’s rent
- 1 year lease agreement
- Security deposit
- Post-dated cheques
- Proof of employment
- Credit report
- 3 references
- No smoking or pets
- Clearing snow will be the tenant’s responsibilityIf this ad is still up, the apartment is still available.","$1,600",2023-02-21 16:30:13,"Pape Ave, Toronto, ON M4K 3T1",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-basement-apartment-pape-danforth-riverdale-greektown/1651149550
128,"Bright & spacious 1+DEN condo, BEST LOCATION in downtown Toronto","DescriptionSteps away from:
- City Hall and Nathan Phillips Square
- Eaton Centre
- Dundas and St Patrick subway stations (Yonge and University subway lines)
- Ryerson and U of T
- Major hospitals
- Easy access to countless restaurants and shopsThis luxurious and spacious condo is 710 sqft containing:
- Modern open concept floor plan with 9” ceiling
- Floor to ceiling windows
- Laminate floors
- Large balcony
- Large den that can be used as an office or second bedroom
- Renovated bathroom
- En suite laundry, dishwasher, and fridge
- Underground parking spot
- Spacious lockerBuilding Amenities Include:24 Hrs Concierge
2 State Of The Art Gyms
Large Swimming Pool, Jacuzzi, Steam and Sauna Rooms
Rooftop Patio with beautiful view of CN Tower and the City + Barbecue
Patio Lounge
Private Conference Room
Guest SuitePlease reply to this ad or call 416-937-7052","$2,550",2023-02-21 16:25:36,"Toronto, ON M5G 1P7",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-spacious-1-den-condo-best-location-in-downtown-toronto/1651148954
129,Charming 1 Bedroom Apartment for Rent (Palmerston/Little Italy),"DescriptionCharming 1 bedroom, 1 full bathroom apartment for rent, located on one of the most desired streets of Euclid Avenue! Extremely high ceilings, several windows throughout for natural light, asking $2,200/month - all inclusive. Cable/Internet/Phone is tenants responsibility. Please note, there is no separate living area, although bedroom and kitchen are large, and can accommodate a couch.Walking distance to restaurants/shops/parks/grocery stores, centrally located between College and Harbord.Available April 1, 2023. Please contact if interested.","$2,200",2023-02-21 16:22:45,"Toronto, ON M6H 2X5",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/charming-1-bedroom-apartment-for-rent-palmerston-little-italy/1651148565
130,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-2-bedroom-apartment-mcgregor-park/1650847394
131,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-3-bedroom-den-apartment-mcgregor-park/1650847370
132,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-1-bedroom-apartment-65-forest-manor-road/1650682440
133,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650682456
134,,,,,,https://www.kijiji.ca/v-apartments-condos/city-of-toronto/for-rent-non-resident-parking-apartment-65-forest-manor-road/1650847458
135,Brand New 2-bedroom Rental in North York!  York Mills Rd. & DVP!,"DescriptionTouch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today.Realstar's ONE225 York Mills is North Yorks newest apartment rentals in the Parkwoods-Donalda area of Toronto, just south of the 401. This condo-styled property offers 100% smoke-free living; perfectly located at York Mills Road and the Don Valley Parkway. ONE225 York Mills offers stylish one, two, two-plus den, three and three-plus den suites. Enjoy our first-class amenities designed to provide you and your guest with an extraordinary, carefree lifestyle experience. We cannot wait to welcome you home!Suite Features:Modern, open concept two-bedroom approximately 713 - 822 square feetPremium finishes designed to maximize comfortDesigner cabinetry with under mount lightingStainless steel appliancesDishwasherOver-the-range microwaveStone countertopsLuxury wide plank and porcelain flooringStackable washer and dryerCentral air-conditioningIndividually controlled heatingCustom blindsFloor-to-ceiling energy efficient windowsPrivate balcony or terraceHeating/cooling, water and electricity charges not includedProperty Features:100% smoke-free buildingFitness roomGarden terraceBBQ station with alfresco diningParty room with fully equipped kitchenFree locker storageFree bike storageSecure, keyless entryUnderground garage parking $95 per month*Pet friendlyOn-site managementNeighbourhood Attractions:North York Express Bus located at our doorstep that connects with the Don Mills StationEasy access to Don Mills Parkway with a 20 minute commute to downtownA wide selection of shopping at nearby Parkway Mall, Shops at Don Mills and Fairview MallEnjoy hiking, biking or picnicking on the scenic trail system at Deerlick CreekLiving with RealstarLive well with 24-hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organize social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.1225 York Mills Road, Toronto, ON M3A 1Y4The rental office is open daily with 24-hour application approval. Realstar makes renting easy. Come view this apartment today!Call: 647-627-6895*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. &amp; O.E. Unit pricing and above guideline pricing are subject to annual guideline increases if applicable.","$2,622",2023-01-24 20:36:01,"1225 York Road, Toronto, ON, M3A 1Y4",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/brand-new-2-bedroom-rental-in-north-york-york-mills-rd-dvp/1648230139
136,1 Bedroom Coach House for Rent in Midtown Toronto!,"DescriptionTouch free leasing: Virtual viewings via video conferencing and online leasing available. Book yours today.Kelvingrove Apartments offers luxury rentals in the heart of mid-town Toronto's Leaside neighbourhood. While the suites have been completely renovated to reflect contemporary design and modern finishes, Kelvingrove still maintains its historical charm and continues to preserve its distinct position in the Leaside community. You can expect modern kitchens and bathrooms with sleek finishes such as quartz countertops, stainless steel appliances, dishwasher, in-suite laundry and beautiful wood flooring. Enjoy luxurious condo-styled features such as window coverings and central air conditioning. Some notable amenities of this property include garage, heated parking our beautiful gazebo and courtyard surrounded by award winning landscaping. Kelvingrove is conveniently located near the Leaside Village Shopping Centre and the popular restaurants, cafes and shops of Bayview Avenue. Only 20 minutes from downtown Toronto with easy access to the DVP, TTC bus stops and the Yonge and Eglinton subway station.Suite Features:Approximately 650 square feetFreshly paintedWood flooringStainless steel appliancesFridge, stove and dishwasherKitchen islandShaker soft closing cabinetsQuartz countertopsIn-suite laundryGlass shower doorWalk-in closet off masterCentral air conditioningJuliet balconyWindow coveringsProperty Features:GazeboHeated garage parkingSecure entryCourtyard with beautiful landscapingPet friendlyOn-site managementNeighbourhood Attractions:Enjoy the cafes and shopping on Bayview AvenueNearby Leaside Village Shopping CentreSteps to the Yonge and Eglinton Subway station, TTC at doorstep20 mintues from Downtown Toronto with easy access to D.V.P.Living with RealstarLive well with 24 hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organize social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.6 Airdrie Road, East York, ON M4G 1L7The rental office is open daily with 24 hour application approval. Realstar makes renting easy. Come view this apartment today!Call: 416-483-8444*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. &amp; O.E.","$2,775",2023-02-20 00:07:02,"6 Airdrie Road, East York, ON, M4G 1L7",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/1-bedroom-coach-house-for-rent-in-midtown-toronto/1641537122
137,Newly Renovated One Bedroom suites at Dixie Square Apartments!,"DescriptionThis pet friendly property features 1, 2 and 3 bedroom apartments feature bright, open-concept layouts, private balconies and modern fixtures and finishes. Professionally managed by a friendly on-site team, Dixie Square Apartments is known for offering a wealth of on-site amenities year round. Keep fit in the expansive fitness centre, host your next event in the party room, take the kids out to the on-site playground, or spend a day at the private outdoor pool. This Certified Rental Building also features on-site laundry and underground parking for your convenience.Dixie Square Apartments | 1 Bedroom Suites from $2179Dixie Rd &amp; Bloor St WPlease call to schedule an appointmentYour HomeOur Building Offers YouThe Neighbourhood Offers YouClose to schoolsLocated in a friendly communityClose to major highwaysClose to restaurants‚ pubs and entertainmentClose to shoppingphotos depict similar suite finishes, not actual suite","$2,179",2023-02-08 20:48:02,"1750 Bloor Street, Mississauga, ON, L4X 1S9",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/newly-renovated-one-bedroom-suites-at-dixie-square-apartments/1649804193
138,3 bedrooms apartment for rent,"Description3 bedrooms apartment for rent, located at eglinton and don mills. 100 Leeward Glenway","$2,900",2023-02-12 03:19:02,"North York, ON M3C 2Z1",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/3-bedrooms-apartment-for-rent/1647199723
139,Mid-Town Toronto 1 Bedroom Rental!  Davisville & Mt. Pleasant,"DescriptionOur Rental Office remains operational in light of COVID-19. The health and safety of you, employees, residents and the community is the utmost importance. Call today to learn how we can safely assist with your new home search.Live well at Ewart Angus House Apartments; perfectly located at Davisville Avenue and Mt. Pleasant Road. Nearby the Davisville TTC station, Toronto City Tennis Club, Sobeys and local transit. We are surrounded by convenience! Enjoy this 50 living environment! Our roof-top patio is the perfect place to entertain and host your next gathering! This vibrant Toronto neighbourhood will fulfill your every need.Suite Features:Very spacious, approximately 650 square feetFreshly paintedFridge, stove, dishwasherAir conditioningIndividual climate controlWalk-in pantryPrivate balconyUtilities includedProperty Features:Transitioning 10 100% smoke-free livingFree laundry on each floorRoof-top patio with BBQStorageSecure entrySurface parkingPet friendlyOn-site managementNeighbourhood Attractions:Steps to Davisville TTC stationErrands are made easy with Sobeys and Loblaws nearbyWalk the Kay Garnder Belline TrailEnjoy a special evening at Mogette BistroLiving with RealstarLive well with 24-hour on-site management. Realstar strives to provide you with a superior living experience and exceptional resident care. We organize social events that foster a sense of community. Realstar buildings are impeccably clean, well maintained and environmentally efficient.268 Merton Street, Toronto, ON M4S 1A9The rental office is open daily with 24-hour application approval. Realstar makes renting easy. Come view this apartment today!Call: 416-440-0574*Prices, incentives, availability and specifications are subject to change. Images may not reflect actual suite finishes. Pet restrictions may apply. E. &amp; O.E.","$2,150",2023-02-03 00:07:08,"268 Merton Street, Toronto, ON, M4S 1A9",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/mid-town-toronto-1-bedroom-rental-davisville-mt-pleasant/1646012473
140,BRIGHT AND SPACIOUS THREE BEDROOM - BATHURST AND STEELES,"DescriptionBRIGHT AND SPACIOUS THREE BEDROOM HOUSE FOR RENT NEAR BATHURST AND STEELESADDRESS: 41 Farrell Ave, North York, ON M2R 1C7
NEAR BUS STOP
SHOPPING NEARBYSHORT RIDE TO YORK UNIVERSITYUNIT COMES WITH BRIGHT SPACIOUS ROOMS
RECENTLY RENOVATED KITCHENTENANT TO PAY 2/3 UTILITIES
AVAILABLE IMMEDIATELY OR FIRST MARCH 2023FOR MORE INFORMATION PLEASE CALL - TEXT - EMAIL OR WHATSAPP+1 647-786-1224
abbas_295@hotmail.com",Please Contact,2023-02-21 17:59:44,"41 Farrell Avenue, North York, ON",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/bright-and-spacious-three-bedroom-bathurst-and-steeles/1651160253
141,Apartment ,DescriptionFull time body-man specialist looking for studio or 1 bedroom apartment,"$1,200",2023-02-21 17:59:40,"2 Champagne Dr, Toronto, ON M3J 0K2, Canada",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/apartment/1651160240
142,luxury spacious 2+1 bed 2 bath upscale midtown walk to subway,"Descriptionlong/short term Luxury spacious suite 2+1 bed 2 bath in quiet upscale area with mature trees Possibly Semi Furnished main floor of a duplex Over 1500 Sqf Spacious Bright &amp; Airy, 9foot ceiling, Hardwood And Ceramics, With Private Entrance, In Upscale Area North Of Rosedale, Current Den Was A Bedroom With Double Closets , One Of The Bath W/Double Sink, Open Concept Kitchen, stone counter top and back splash, fire place, walk out to the deck, W/O To Large Deck, En suite Laundry, 2 Min Walk To Ttc, Water Park/Tennis Court/Lawn Bowling, Dog Park, Short Walk To Subway, Fine Dining,, Cinema, Shops, Cafe. Top Rated Public and ; Private Schools: Whitney, Olph, North Toronto, Toronto Northern, Branksome Hall, York, Greenwood, Deer Park
Extras: Short /long Term Possible Semi Furnished Luxury All Neutral Color, No Extra Fees, Feels Peaceful, Great Flow Of Energy, Separate Hydro Meter
please contact 416-832-7467","$4,190",2023-02-21 17:59:05,"Toronto, ON M4T",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/luxury-spacious-2-1-bed-2-bath-upscale-midtown-walk-to-subway/1650649660
143,"Renovated 2 bed apt, utilities included, Mississauga East, April","DescriptionCheck out the virtual tour at: https://tours.aisonphoto.com/447034Get in touch with Martin Orwinski at 647 961 9956 or martin.orwinski@essential.estate to view.All utilities are included! No need to pay for and switch utilities ownership (approx. $200/month savings) plus saving on one-time ownership transferring fees and hassle. 1 parking spot is also included. Rogers Cable TV is included. Downstairs locker could be rented by the tenant at an additional cost when available.Dixie &amp; Dundas: Highly convenient location. Close to major highways (401, 403, 427, and QEW), steps to transit, Go train, schools, grocery store, restaurants, shopping malls, and big-box stores including Walmart and Costco.Very bright and spacious, 900-999 sq. ft. renovated corner apartment with recently purchased stainless steel appliances.Convenient and economical layout including an open concept kitchen / dining room / living room. Convenient over-sized storage with shelving is within the unit. There is more.When the weather gets nice, enjoy the outdoor swimming pool, playground and a large balcony (deep and wide) overlooking a large park, with a playground for children in the park, as well as an additional playground on the premises and an outdoor pool on the same side. The Applewood Park has walking and riding paths along a real nature area with specific micro-climate and a nice nearby playground in the park.No smoking allowed in the building nor the apartment and no pets.Confirmation of tenant contents insurance required and easy to obtain. We can help you out to arrange. It is not expensive and is standard while renting.You may not yet be thinking of AC, but in a few months-time, it will be top of mind. Window Air Conditioning is included!Bonus: Convenient possibility of partial furnishing such as leather sofa and large table included in the price.Please be mindful that we prefer viewings before 6 pm on the request of the current tenant with young children.","$2,600",2023-02-21 17:59:05,"Queen Frederica Drive, Mississauga, ON",https://www.kijiji.ca/v-apartments-condos/mississauga-peel-region/renovated-2-bed-apt-utilities-included-mississauga-east-april/1648076953
144,Beautiful One Bedroom ,"DescriptionSpacious and newly-renovated lovely one-bedroom apartment with large balcony and new high-end appliances on 2nd floor of private, quiet building. On-site laundry room equipped with Maytag washers and dryers. Conveniently located, TTC bus stop is steps away, Warden Station metro is one block away. Though the apartment is peaceful and serene, the real plus are the quiet, respectful neighbors. All utilities except for cable/internet and parking are included.","$2,380FEATURED",2023-02-21 17:59:05,"M1L 1W3, Canada",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/beautiful-one-bedroom/1651159435
145,Newly Renovated 2 br in Prime St Clair / Jane Neighbourhood,"DescriptionThis beautifully renovated two bedroom bungalow is located in the most ideal location near the Junction and Stockyards. Leave the car in the drive and walk everywhere! Short stroll to parks, schools, grocery stores, LCBO, Starbucks, Dollarama, restaurants and more. Also stones throw to the Humber River and Black Creek trail! (Walk score=85, Bike score=83)This bright bungalow has a nice big living/dining area, new hardwood floors, charming gas fireplace, completely redone bathroom and kitchen with stainless steel appliances. No laundry but there is a laundromat 3 mins away. One parking in the back and a cute little backyard deck.$2350 includes all utilities except internet.
Available March 1st.
Please send some information about yourself if interested.Thank you!
Christine","$2,350",2023-02-21 17:58:40,"Toronto, York, ON M6N 4A6",https://www.kijiji.ca/v-apartments-condos/city-of-toronto/newly-renovated-2-br-in-prime-st-clair-jane-neighbourhood/1651160130
